reference_id,price,property_type,location,surface_area,rooms,bedrooms,agency_name,agent_name,phone_number,email,coordinates,dpe_rating,source_url,source_domain
,6000,appartement,Mettre en vente avec le CIF - CIF,,,,Groupe CIF,Groupe Cif,0240994080,PrendrerendezvousavecunconseillertransactionduGroupeCIF@groupecif.onmicrosoft.com,,,https://www.groupecif.com/mettre-en-vente/notre-offre-mettre-en-vente-cif/notre-offre-mettre-en-vente-cif,groupecif.com
,3000,appartement,Les dispositifs et aides en neuf à l'achat - CIF,,,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/acheter-appartement-maison-nantes-loire-atlantique/aides-accession-abordable-nantes-metropole-psla-anru,groupecif.com
,170000,appartement,Devenir propriétaire - Groupe CIF - CIF,,,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/acheter-appartement-maison-nantes-loire-atlantique/devenir-proprietaire-reussir-achat-appartement-maison-nantes-loire-atlantique-immobilier-neuf-ancien,groupecif.com
N-2,,appartement,Financer votre achat - acheter - CIF,,,,Groupe CIF,Groupe Cif,0240994090,rdvcifvente@groupecif.onmicrosoft.com,,,https://www.groupecif.com/acheter-appartement-maison-nantes-loire-atlantique/financer-votre-achat-maison-appartement-nantes-loire-atlantique,groupecif.com
,170000,appartement,Investir dans le neuf ou l'ancien - investir - CIF,,,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/investir/investir-choisir-appartement-neuf-ou-appartement-ancien,groupecif.com
,,appartement,Pour Habiter Cif,0,1,1,Groupe CIF,,0240994080,,"47.218371, -1.553621",,https://www.groupecif.com/acheter-appartement-maison-nantes-loire-atlantique/resultats-recherche-acheter-pour-habiter-cif,groupecif.com
,6000,appartement,Mettre en vente avec le CIF - CIF,,,,Groupe CIF,Groupe Cif,0240994080,PrendrerendezvousavecunconseillertransactionduGroupeCIF@groupecif.onmicrosoft.com,,,https://www.groupecif.com/mettre-en-vente/notre-offre-mettre-en-vente-cif,groupecif.com
,6000,appartement,Pourquoi choisir le CIF - Mettre en vente - CIF,,,,Groupe CIF,Groupe Cif,0240994080,PrendrerendezvousavecunconseillertransactionduGroupeCIF@groupecif.onmicrosoft.com,,,https://www.groupecif.com/mettre-en-vente/pourquoi-choisir-cif-mettre-en-vente-vendre-appartements-maisons-nantes,groupecif.com
,170000,appartement,Devenir propriétaire - Groupe CIF - CIF,,,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/page/devenir-proprietaire-reussir-achat-appartement-maison-nantes-loire-atlantique-immobilier-neuf-ancien,groupecif.com
,83300,,Campagne printemps 2026 - CIF,42.08,,,Groupe CIF,Groupe Cif,0240994090,Rendezvouspourunesimulationdefinancementoptimiseen5min1@groupecif.onmicrosoft.com,,,https://www.groupecif.com/page/etre-locataire-c-est-bien-devenir-proprietaire-c-est-mieux,groupecif.com
,5000,,Investir LLI pour les particuliers - CIF,,,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/investir/dispositifs-pour-investir/dispositif-investissement-lli-logement-locatif-intermediaire,groupecif.com
,8000,,Nantes Jeanbrun - CIF,,,,Groupe CIF,Groupe Cif,0240994080,rdvcifvente@groupecif.onmicrosoft.com,,,https://www.groupecif.com/investir/dispositifs-pour-investir/dispositif-jeanbrun-nouveau-statut-bailleur-prive,groupecif.com
,202000,,Investir grâce à la loi Pinel - CIF,37.3,,,Groupe CIF,Groupe Cif,0240994080,rdvcifvente@groupecif.onmicrosoft.com,,,https://www.groupecif.com/investir/dispositifs-pour-investir/loi-pinel-nantes,groupecif.com
,2530,,Louer - CIF,,2,,Groupe CIF,Groupe Cif,0240994080,,,,https://www.groupecif.com/louer/proprietaire-avec-une-mensualite-inferieure-loyer/proprietaire-avec-une-mensualite-inferieure-loyer,groupecif.com
,,,Taux immobilier 2025 - CIF,39.7,,,Groupe CIF,Groupe Cif,0240994080,rdvcifvente@groupecif.onmicrosoft.com,,,https://www.groupecif.com/page/taux-immobilier-2025-un-contexte-favorable-pour-l-achat-d-un-logement-a-nantes-ou-en-loire-atlantique,groupecif.com
2834,180000,appartement,La Teste-de-Buch 33260,40.96,2,1,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/appartement/51301-a-vendre-hyper-centre-tout-a-pied-appartement-t2-la-teste-de-buch-bassin-d-arcachon,agencecoullaud.fr
2854,599000,maison,La Teste-de-Buch 33260,91,4,3,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/maison/53480-a-vendre-maison-de-plain-pied-3-chambres-avec-piscine-et-garage-double-la-teste-de-buch-bassin-d-arcachon,agencecoullaud.fr
2835,546000,maison,La Teste-de-Buch 33260,130,4,3,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/18-biganos/maison/51302-en-lisiere-de-foret-maison-t4-dependance-piscine,agencecoullaud.fr
2700,682000,maison,La Teste-de-Buch 33260,135,7,6,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/maison/9820-a-vendre-bien-6-chambres-la-teste-de-buch,agencecoullaud.fr
2858,472000,maison,La Teste-de-Buch 33260,117,7,4,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/maison/54093-a-vendre-en-zone-artisanale-maison-4-chambres-de-plain-pied-2-chambres-sous-combles-et-hangar-de-100m-sur-u,agencecoullaud.fr
2437,386900,appartement,La Teste-de-Buch 33260,87.02,4,3,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/appartement/20380-a-vendre-appartement-duplex-la-teste-centre-bassin-d-arcachon,agencecoullaud.fr
2735,174900,appartement,La Teste-de-Buch 33260,24,1,2,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/21-arcachon/appartement/37512-a-vendre-studio-cabine-expose-avec-beau-balcon-sud-arcachon-aiguillon,agencecoullaud.fr
2633,420000,maison,La Teste-de-Buch 33260,47.50,3,2,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/21-arcachon/maison/28043-plein-coeur-de-ville,agencecoullaud.fr
2750,614000,maison,La Teste-de-Buch 33260,119.78,5,4,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/1-la-teste-de-buch/maison/38756-maison-clair-bois-120-m2-bassin-d-arcachon,agencecoullaud.fr
2798,175000,appartement,La Teste-de-Buch 33260,38.43,2,1,A2MB IMMO,,0556544578,contact@agencecoullaud.fr,"44.632953644, -1.148286343",,https://www.agencecoullaud.fr/vente/22-gujan-mestras/appartement/45281-a-vendre-en-exclusivite-a-gujan-centre-tout-a-pied,agencecoullaud.fr
313437331337-2,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/313437331337-2,sporting-immobilier.fr
311895620-2,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/311895620-2,sporting-immobilier.fr
311895640-2,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/311895640-2,sporting-immobilier.fr
313437328536-2,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/313437328536-2,sporting-immobilier.fr
313437331338-2,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/313437331338-2,sporting-immobilier.fr
313610-526065113,,,Toulouse 31200,,,,SPORTING IMMOBILIER LOCATIONS,Sporting Immobilier Transactions,0534405080,,,,https://www.sporting-immobilier.fr/lots/313610-526065113,sporting-immobilier.fr
AB3606,339000,appartement,Melun 77000,149,5,4,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/1-melun/appartement/2361-appartement-d-exception-t5-de-150-m-centre-ville-de-melun,2m-immo.com
LOC517-2G,,appartement,Melun 77000,11.15,1,1,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/location/1-melun/autre/512-a-louer-chambre-en-colocation-dans-un-appartement-de-5-pieces-de-76m-a-proximite-du-centre-ville,2m-immo.com
SL3640,215000,appartement,Melun 77000,80,4,3,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",C,https://www.2m-immo.com/vente/1-melun/appartement/2396-melun-gare-les-marechaux,2m-immo.com
SL3617,139000,appartement,Melun 77000,49.68,2,1,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",C,https://www.2m-immo.com/vente/1-melun/appartement/2374-quartier-centre-ville-3-moulins-2-pieces-parking,2m-immo.com
AC3568,460000,maison,Melun 77000,209,5,4,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/1-melun/maison/2277-a-vendre-quartier-gare-de-melun,2m-immo.com
SL3540,525000,maison,Melun 77000,191,7,5,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/1-melun/maison/2176-quartier-gare-maison-ancienne-7-pieces,2m-immo.com
MJ3597,350000,maison,Melun 77000,116,5,3,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/142-livry-sur-seine/maison/2338-maison-livry-sur-seine-5-piece-s,2m-immo.com
AC3602,137000,maison,Melun 77000,46.40,3,1,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/299-st-mery/maison/2330-a-vendre-saint-mery,2m-immo.com
SL3642,299000,maison,Melun 77000,111,5,3,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",F,https://www.2m-immo.com/vente/77-dammarie-les-lys/maison/2436-dammarie-les-lys-chateau-gaillard,2m-immo.com
AC3612,495000,maison,Melun 77000,154.43,8,4,2 M IMMOBILIER,,0164791465,accueil@2m-immo.com,"48.535820007, 2.658063173",,https://www.2m-immo.com/vente/298-rubelles/maison/2368-a-vendre-maison-familiale,2m-immo.com
69430,,appartement,Beaujeu,,,,MG IMMOBILIER,Mg Immobilier,0474653924,,,,https://www.mg-immobilier.com/vente/appartement/beaujeu/69430,mg-immobilier.com
69860,,maison,Deux Grosnes,0,,,MG IMMOBILIER,Mg Immobilier,0474653924,,,,https://www.mg-immobilier.com/vente/maison/deux-grosnes/69860,mg-immobilier.com
69220,,maison,Saint Lager,,,,MG IMMOBILIER,Mg Immobilier,0474653924,,,,https://www.mg-immobilier.com/vente/maison/saint-lager/69220,mg-immobilier.com
107,,,"Estimez Votre Bien,107",,,,MG IMMOBILIER,,0474653924,,,,"https://www.mg-immobilier.com/estimez-votre-bien,107",mg-immobilier.com
69460,,maison,Saint Etienne Des Oullieres,,,,MG IMMOBILIER,Mg Immobilier,0474653924,,,,https://www.mg-immobilier.com/vente/maison/saint-etienne-des-oullieres/69460,mg-immobilier.com
123,,,"Mettre En Location,123",,,,MG IMMOBILIER,,0474653924,,,,"https://www.mg-immobilier.com/mettre-en-location,123",mg-immobilier.com
419,399000,maison,Le Pradet,83.66,4,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.106481469735, 6.0348236733203",,https://www.agencemathieu.fr/837-maison-4-pieces-avec-jardin-veranda-et-garage-environnement-calme.html,agencemathieu.fr
JPG406,368000,maison,Le Pradet,52,3,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.082808777982, 6.0190196937446",,https://www.agencemathieu.fr/800-a-vendre-maison-renovee-avec-vue-mer-et-acces-direct-plage-les-oursinieres.html,agencemathieu.fr
,603000,maison,Le Pradet,88,4,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.092626986927, 6.0405200018893",,https://www.agencemathieu.fr/821-maison-recente-avec-piscine-a-vendre-au-pradet.html,agencemathieu.fr
mag286,265000,appartement,Le Pradet,34,2,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.103337419762, 6.0249805546034",,https://www.agencemathieu.fr/549-appartement-vue-mer.html,agencemathieu.fr
JPG386,330000,maison,Le Pradet,66,3,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.106030485368, 6.0221296118896",,https://www.agencemathieu.fr/783-a-vendre-maison-de-plain-pied-au-calme-rare-sur-le-secteur.html,agencemathieu.fr
,208000,appartement,Le Pradet,56,3,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.114680152331, 6.0256705651517",,https://www.agencemathieu.fr/785-appartement-au-calme-tout-pret-du-centre-du-pradet.html,agencemathieu.fr
JPG409,469000,maison,La Valette-du-Var,173.51,5,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.149724591808, 6.0125994872009",,https://www.agencemathieu.fr/827-maison-familiale-lumineuse-avec-grand-jardin-plein-sud-fort-potentiel.html,agencemathieu.fr
,50000,,Nos honoraires,,,,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,,,https://www.agencemathieu.fr/i/redac/honoraires,agencemathieu.fr
400,120000,,Le Pradet,29,2,1,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.102890244248, 6.0124591359434",,https://www.agencemathieu.fr/802-t2-a-vendre-le-pradet.html,agencemathieu.fr
412,569000,maison,Le Pradet,104,4,2,AGENCE MATHIEU,,0494217300,contact@agencemathieu.fr,"43.107016075292, 6.0241696475217",,https://www.agencemathieu.fr/829-maison-familiale-au-calme-avec-jardin-sans-vis-a-vis-le-pradet.html,agencemathieu.fr
,,maison,Izon M Chambres M,55,4,3,LGO IMMOBILIER,Lgo Immobilier,0640263463,contact@lgo-immobilier.fr,,,https://www.lgo-immobilier.fr/vente/167-izon/maison/t4/97-izon-100-m-3-chambres-824-m-terrain,lgo-immobilier.fr
1075,230000,local,Macau,90,,,LGO IMMOBILIER,Lgo Immobilier,0640263463,,"44.997004577927, -0.61532838409486",,https://www.lgo-immobilier.fr/vente-pro/1-macau/bureaux/76-local-professionne-avec-stationnement-de-90-m-macau,lgo-immobilier.fr
1073,121000,local commercial,Macau,55,,,LGO IMMOBILIER,Lgo Immobilier,0640263463,,"45.028110485933, -0.62004249577005",,https://www.lgo-immobilier.fr/vente-pro/1-macau/entrepot/72-local-commercial-55-m-sur-98-m-de-parcelle,lgo-immobilier.fr
67100,,appartement,Strasbourg,,,,GROUPIMMO Obernai,Obernai Groupimmo,0388338383,,,,https://www.groupimmo.pro/location/appartement/strasbourg/67100,groupimmo.pro
67170,,,Brumath,,,,GROUPIMMO Obernai,Obernai Groupimmo,0388338383,,,,https://www.groupimmo.pro/location/immobilier-pro/brumath/67170,groupimmo.pro
68000,,appartement,Colmar,,,,GROUPIMMO Obernai,Obernai Groupimmo,0388338383,,,,https://www.groupimmo.pro/vente/appartement/colmar/68000,groupimmo.pro
67000,,appartement,Strasbourg,,,,GROUPIMMO Obernai,Obernai Groupimmo,0388338383,,,,https://www.groupimmo.pro/vente/appartement/strasbourg/67000,groupimmo.pro
123,,,"Mettre En Location,123",,,,GROUPIMMO Obernai,,0388338383,,,,"https://www.groupimmo.pro/mettre-en-location,123",groupimmo.pro
107,,,"Estimez Votre Bien,107",,,,GROUPIMMO Obernai,,0388338383,,,,"https://www.groupimmo.pro/estimez-votre-bien,107",groupimmo.pro
67200,,appartement,Strasbourg,,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,https://www.imbs-immo.com/location/appartement/strasbourg/67200,imbs-immo.com
67100,,appartement,Strasbourg,,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,https://www.imbs-immo.com/location/appartement/strasbourg/67100,imbs-immo.com
68100,,appartement,Mulhouse,,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,https://www.imbs-immo.com/location/appartement/mulhouse/68100,imbs-immo.com
67000,,appartement,Strasbourg,,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,https://www.imbs-immo.com/location/appartement/strasbourg/67000,imbs-immo.com
123,,,"Mettre En Location,123",,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,"https://www.imbs-immo.com/mettre-en-location,123",imbs-immo.com
108,,,"Vendre Strasbourg,108",,,,IMBS IMMOBILIERE SERVICES,,0983665582,,,,"https://www.imbs-immo.com/vendre-bien-strasbourg,108",imbs-immo.com
PI-1152,241000,terrain,Piriac Sur Mer,598,,,PIRIAC IMMOBILIER,Piriac Immobilier,0240235856,,"47.3807108, -2.545705",,https://www.piriac-immobilier.fr/fr/terrain-vente-piriac-sur-mer-44-172697381.html,piriac-immobilier.fr
PI-1160,682500,maison,Piriac Sur Mer,180,8,5,PIRIAC IMMOBILIER,Piriac Immobilier,0240235856,,"47.3807108, -2.545705",,https://www.piriac-immobilier.fr/fr/maison-vente-piriac-sur-mer-44-172721675.html,piriac-immobilier.fr
PI-1162,334400,maison,Piriac Sur Mer,76.07,4,3,PIRIAC IMMOBILIER,Piriac Immobilier,0240235856,,"47.3807108, -2.545705",,https://www.piriac-immobilier.fr/fr/maison-vente-piriac-sur-mer-44-172697382.html,piriac-immobilier.fr
OC-1148,399000,maison,Piriac Sur Mer,76.81,4,3,PIRIAC IMMOBILIER,Piriac Immobilier,0240235856,,"47.3807108, -2.545705",,https://www.piriac-immobilier.fr/fr/maison-vente-piriac-sur-mer-44-172603779.html,piriac-immobilier.fr
PI-607,1248000,,Listing,210,7,5,PIRIAC IMMOBILIER,,0240235856,,,,https://www.piriac-immobilier.fr/fr/listing-vente.html,piriac-immobilier.fr
86783336,703000,appartement,Bordeaux 33000,134,5,2,GRISEL Immobilier,Immobilier Grisel,0630834250,c.candeloro@grisel.fr,,,https://grisel-immobilier.fr/fr/propriete/vente+appartement+bordeaux+appartement-bordeaux-place-de-la-bourse+86783336,grisel-immobilier.fr
86743154,892000,appartement,Bordeaux 33000,,4,2,GRISEL Immobilier,Immobilier Grisel,0630834250,c.candeloro@grisel.fr,,,https://grisel-immobilier.fr/fr/propriete/vente+appartement+bordeaux+bordeaux-jardin-public-appartement-avec-terrasse+86743154,grisel-immobilier.fr
86082964,1785000,villa,Bordeaux 33000,163,8,6,GRISEL Immobilier,Immobilier Grisel,0647154723,e.chaminade@grisel.fr,,,https://grisel-immobilier.fr/fr/propriete/vente+maison+lege-cap-ferret+vue-bassin-villa-bois-a-lege-cap-ferret+86082964,grisel-immobilier.fr
86640069,1980000,maison,Bordeaux 33000,280,8,5,GRISEL Immobilier,Immobilier Grisel,0630834250,c.candeloro@grisel.fr,,,https://grisel-immobilier.fr/fr/propriete/vente+maison+bordeaux+maison-jardin-piscine-garage-bordeaux-parc-bordelais+86640069,grisel-immobilier.fr
,525000,,,99.25,4,3,GRISEL Immobilier,,0556440607,contact@grisel.fr,,,https://grisel-immobilier.fr/fr/ventes,grisel-immobilier.fr
84897151,309000,appartement,Thonon-Les-Bains 74200,73.71,4,1,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/84897151,tit-immobilier.com
1682963,6000,parking,Thonon-Les-Bains 74200,,,,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/1682963,tit-immobilier.com
85308220,315000,appartement,Thonon-Les-Bains 74200,73.71,1,1,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/85308220,tit-immobilier.com
86480754,475000,appartement,Thonon-Les-Bains 74200,124.4,4,1,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,D,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/86480754,tit-immobilier.com
86601120,300000,appartement,Thonon-Les-Bains 74200,73.25,4,1,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,D,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/86601120,tit-immobilier.com
86905483,12000,garage,Thonon-Les-Bains 74200,,,,TiT immobilier,Tit Immobilier,0450710762,agence@tit-immobilier.com,,A,https://tit-immobilier.com/fr/propri%C3%A9t%C3%A9/86905483,tit-immobilier.com
,1272000,,,240.2,,2,TiT immobilier,,0450710762,agence@tit-immobilier.com,,,https://tit-immobilier.com/fr/ventes,tit-immobilier.com
85268495,145000,,La Brède 33650,45,2,1,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+apartment+la-brede+85268495,immoso.fr
86878491,235000,maison,Vente+maison+loupiac+maison Chambres Loupiac+86878491,90,5,3,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/fr/propriete/vente+maison+loupiac+maison-3-chambres-loupiac+86878491,immoso.fr
85618956,200000,,La Brède 33650,183,3,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/rental+business+la-brede+85618956,immoso.fr
86870619,203000,maison,Vente+maison+toulenne+maison Chambres Avec Jardin+86870619,85,4,3,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/fr/propriete/vente+maison+toulenne+maison-3-chambres-avec-jardin+86870619,immoso.fr
86927775,490000,,La Brède 33650,115,4,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+ares+saint-brice-100m-de-la-plage+86927775,immoso.fr
86780662,389000,,La Brède 33650,116,5,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+beautiran+86780662,immoso.fr
86420770,203500,,La Brède 33650,81,4,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+cadillac-sur-garonne+86420770,immoso.fr
86478823,790000,,La Brède 33650,146,5,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+camblanes-et-meynac+86478823,immoso.fr
86483719,136500,,La Brède 33650,120,5,3,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+caudrot+86483719,immoso.fr
86826777,167500,,La Brède 33650,67.5,3,2,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+cadillac-sur-garonne+86826777,immoso.fr
86947520,355000,maison,La Brède 33650,166,6,4,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+cerons+maison-de-caractere-du-17-ieme+86947520,immoso.fr
86594568,468000,,La Brède 33650,166,5,4,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+creon+86594568,immoso.fr
86682059,449000,,La Brède 33650,168,6,4,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+la-brede+86682059,immoso.fr
86940605,298000,maison,La Brède 33650,103,4,2,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+langon+maison-de-2017-centre-de-langon+86940605,immoso.fr
85503531,463000,,La Brède 33650,200,7,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+leognan+85503531,immoso.fr
85671460,212000,,La Brède 33650,100,4,3,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+podensac+85671460,immoso.fr
86717224,230000,,La Brède 33650,152,5,3,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+portets+86717224,immoso.fr
84204347,399000,,La Brède 33650,,,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+house+saint-selve+84204347,immoso.fr
84743586,200000,,La Brède 33650,750,,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+land+la-brede+84743586,immoso.fr
86826870,230000,,La Brède 33650,940,,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+land+la-brede+86826870,immoso.fr
85965783,450000,,La Brède 33650,430,,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+land+lege-cap-ferret+85965783,immoso.fr
84201873,290000,,La Brède 33650,180,1,,IMMO'SO,,0676101965,m.queille@immoso.fr,,,https://immoso.fr/en/property/sale+warehouse+la-brede+84201873,immoso.fr
86425612,,,,8642561260,,,IMMO'SO,,330676101965,m.queille@immoso.fr,,,https://immoso.fr/fr/locations,immoso.fr
